id,category,topic,difficulty,source,created_at,question,answer
153,developer,webhooks,easy,seed://hr_policy/holidays,2025-09-02,Could you help me with this—How do I import a Parquet file into the API?,Imports typically complete within 48 hours. Large files or validation errors can take longer.
154,product_faq,roles,easy,seed://developer/sdk,2025-09-30,Quick question: Why was my account locked for suspicious activity?,Create a webhook in Settings → Developers. Provide a secure endpoint and verify signatures on receipt.
155,security_compliance,printer,advanced,seed://it_support/wifi,2025-01-17,Quick question: How can I filter reports for the last quarter?,This is usually caused by a rate limit. Check the status page and your request logs; retry with exponential backoff.
156,security_compliance,auth,medium,seed://data_engineering_llm/chunking,2025-05-19,How do I update my billing address for TaskFlow?,Enable 2FA in Settings → Security. Choose **push notification** and follow the verification steps.
157,security_compliance,workspaces,easy,seed://developer/sdk,2025-10-28,Sorry if this is basic—What is the max upload size for NDJSON files?,Restore a snapshot from Settings → Backups. Verify in a staging workspace before applying to production.
158,it_support,sdk,easy,seed://developer/auth,2025-08-28,"In simple terms, How do I add a new user with the owner role?","For the admin panel, the default rate limit is 60 requests/minute per IP. Burst limits may apply; see our docs for details."
159,it_support,reimbursement,easy,seed://security_compliance/encryption,2025-09-11,"In simple terms, How do I set up SSO with password?",Enable 2FA in Settings → Security. Choose **push notification** and follow the verification steps.
160,it_support,workspaces,easy,seed://product_faq/filters,2025-03-12,Quick question: How do I reset my ShopNest password?,Restore a snapshot from Settings → Backups. Verify in a staging workspace before applying to production.
161,product_faq,mfa,easy,seed://it_support/device,2025-03-12,New to AcmeCloud: Is my data stored in the EU region?,Imports typically complete within 5 business days. Large files or validation errors can take longer.
162,hr_policy,sso,easy,seed://hr_policy/holidays,2025-06-03,Could you help me with this—Can I change my AcmeCloud Pro plan?,Enable 2FA in Settings → Security. Choose **phone call** and follow the verification steps.
163,developer,holidays,medium,seed://security_compliance/encryption,2025-05-18,Could you help me with this—Does EduTrack integrate with Make?,"For the admin panel, the default rate limit is 60 requests/minute per IP. Burst limits may apply; see our docs for details."
164,product_faq,tokenization,easy,seed://security_compliance/encryption,2025-06-27,How long does it take to process imports?,Navigate to Settings → Developers → **API Keys**. Create a key and store it securely; rotate it regularly.
165,product_faq,dlp,easy,seed://it_support/sso,2025-06-25,Sorry if this is basic—Why am I getting a rate limit when using the web app?,"Under Settings → Authentication, choose **Google login** and upload your IdP metadata. Test in a sandbox first."
166,product_faq,jsonl,advanced,seed://data_engineering_llm/chunking,2025-05-10,"In simple terms, Can I change my TripPilot Nonprofit plan?",Imports typically complete within 24 hours. Large files or validation errors can take longer.
167,hr_policy,tokenization,easy,seed://developer/auth,2025-07-28,"In simple terms, How do I update my billing address for TaskFlow?",Go to Workspace → Members → **Invite** and assign the **viewer** role. The user must accept via email.
168,data_engineering_llm,vpn,easy,seed://product_faq/filters,2025-02-22,Sorry if this is basic—How do I roll back to a previous version of my data?,"Under Settings → Authentication, choose **SSO (SAML)** and upload your IdP metadata. Test in a sandbox first."
169,hr_policy,jsonl,easy,seed://product_faq/dashboards,2025-03-20,"FYI, How long does it take to process imports?",Yes. Visit Integrations and connect **HubSpot**. You may need admin permissions in both systems.
170,it_support,benefits,medium,seed://security_compliance/encryption,2025-05-14,Sorry if this is basic—What are the ShopNest rate limits for the web app?,Check status.shopnest.com for real‑time uptime and incident history. Subscribe for alerts.
171,hr_policy,scheduling,easy,seed://developer/ratelimits,2025-08-12,Sorry if this is basic—How can I delete my HealthSync account and data?,Navigate to Settings → Developers → **API Keys**. Create a key and store it securely; rotate it regularly.
172,data_engineering_llm,fewshot,easy,seed://hr_policy/leave,2025-04-04,Sorry if this is basic—Why am I getting a timeout when using the admin panel?,"Go to Settings → Security and choose **Reset Password**. If you sign in via Microsoft login, reset through your identity provider instead."
173,hr_policy,tokenization,easy,seed://hr_policy/holidays,2025-08-24,Sorry if this is basic—Can I change my AcmeCloud Enterprise plan?,"Use Import → Upload and select **NDJSON**. Map fields, run a preview, and start the import; invalid rows are reported."
174,hr_policy,jsonl,easy,seed://hr_policy/payroll,2025-07-20,Could you help me with this—How can I delete my EduTrack account and data?,Open Reports → Export and choose **PDF**. Exports are emailed and available in your download history.
175,developer,fewshot,easy,seed://security_compliance/secrets,2025-02-07,Could you help me with this—Is my data stored in the Canada region?,Imports typically complete within 7 days. Large files or validation errors can take longer.
176,hr_policy,scheduling,easy,seed://it_support/device,2025-06-18,Sorry if this is basic—Is my data stored in the APAC region?,"Use the date picker to select **last 7 days** or create a custom range, then refresh your report."
177,product_faq,encryption,medium,seed://security_compliance/pii,2025-08-17,Could you help me with this—What are the PaySphere rate limits for the admin panel?,Restore a snapshot from Settings → Backups. Verify in a staging workspace before applying to production.
178,it_support,dashboards,advanced,seed://developer/webhooks,2025-04-02,"FYI, How do I resolve duplicate records after import?",Enable 2FA in Settings → Security. Choose **email** and follow the verification steps.
179,data_engineering_llm,ratelimits,medium,seed://product_faq/workspaces,2025-09-16,Sorry if this is basic—Does ShopNest integrate with Slack?,You can cancel any time under Billing → Subscription. Your access remains until the end of the current term.
180,data_engineering_llm,tokenization,easy,seed://security_compliance/phishing,2025-04-23,New to BrightMail: Where can I see system status and uptime for BrightMail?,"Use Import → Upload and select **Parquet**. Map fields, run a preview, and start the import; invalid rows are reported."
181,developer,passwords,medium,seed://product_faq/workspaces,2025-05-19,"In simple terms, How do I set up webhooks in ShopNest?",Navigate to Settings → Developers → **API Keys**. Create a key and store it securely; rotate it regularly.
182,security_compliance,device,medium,seed://security_compliance/mfa,2025-04-03,Sorry if this is basic—What is the max upload size for Parquet files?,"For the admin panel, the default rate limit is 60 requests/minute per IP. Burst limits may apply; see our docs for details."
183,product_faq,printer,medium,seed://data_engineering_llm/chunking,2025-01-02,How do I roll back to a previous version of my data?,"Yes. By default, data is hosted in APAC. Contact support to request a region change."
184,product_faq,webhooks,medium,seed://hr_policy/payroll,2025-10-06,New to BrightMail: How do I import a Parquet file into the web app?,Navigate to Settings → Developers → **API Keys**. Create a key and store it securely; rotate it regularly.
185,data_engineering_llm,ratelimits,easy,seed://security_compliance/phishing,2025-02-18,"In simple terms, How do I reset my DataWave password?","Yes. By default, data is hosted in APAC. Contact support to request a region change."
186,it_support,leave,easy,seed://it_support/wifi,2025-05-25,Could you help me with this—Can I change my EduTrack Business plan?,Schedule recurring exports in Reports → Schedules and target **Microsoft Teams** via connector.
187,it_support,workspaces,easy,seed://developer/sdk,2025-04-12,"FYI, How do I enable two‑factor authentication via push notification?",You can cancel any time under Billing → Subscription. Your access remains until the end of the current term.
